filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
"DSC09352.JPG,6422528,""{}"",11,0,""{""""name"""":""""rect"""",""""x"""":512,""""y"""":876,""""width"""":650,""""height"""":327}"",""{""""human"""":"""""""",""""animal"""":"""""""",""""obstacle"""":""""""""}"""
"DSC09354.JPG,6422528,""{}"",14,9,""{""""name"""":""""rect"""",""""x"""":4217,""""y"""":876,""""width"""":783,""""height"""":341}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09354.JPG,6422528,""{}"",14,10,""{""""name"""":""""rect"""",""""x"""":3862,""""y"""":318,""""width"""":1313,""""height"""":641}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09354.JPG,6422528,""{}"",14,11,""{""""name"""":""""rect"""",""""x"""":1332,""""y"""":18,""""width"""":161,""""height"""":862}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09354.JPG,6422528,""{}"",14,12,""{""""name"""":""""rect"""",""""x"""":1203,""""y"""":23,""""width"""":120,""""height"""":687}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09354.JPG,6422528,""{}"",14,13,""{""""name"""":""""rect"""",""""x"""":1539,""""y"""":558,""""width"""":194,""""height"""":253}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,0,""{""""name"""":""""rect"""",""""x"""":267,""""y"""":765,""""width"""":853,""""height"""":396}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,1,""{""""name"""":""""rect"""",""""x"""":1101,""""y"""":848,""""width"""":198,""""height"""":304}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,2,""{""""name"""":""""rect"""",""""x"""":1028,""""y"""":101,""""width"""":226,""""height"""":677}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,3,""{""""name"""":""""rect"""",""""x"""":571,""""y"""":23,""""width"""":253,""""height"""":682}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,4,""{""""name"""":""""rect"""",""""x"""":41,""""y"""":180,""""width"""":180,""""height"""":959}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,5,""{""""name"""":""""rect"""",""""x"""":1323,""""y"""":37,""""width"""":1359,""""height"""":1083}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,6,""{""""name"""":""""rect"""",""""x"""":2834,""""y"""":590,""""width"""":240,""""height"""":590}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,7,""{""""name"""":""""rect"""",""""x"""":3180,""""y"""":848,""""width"""":147,""""height"""":378}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,8,""{""""name"""":""""rect"""",""""x"""":3350,""""y"""":843,""""width"""":668,""""height"""":387}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,9,""{""""name"""":""""rect"""",""""x"""":4101,""""y"""":-5,""""width"""":120,""""height"""":1180}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,10,""{""""name"""":""""rect"""",""""x"""":4240,""""y"""":931,""""width"""":691,""""height"""":272}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,11,""{""""name"""":""""rect"""",""""x"""":4848,""""y"""":959,""""width"""":198,""""height"""":221}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,12,""{""""name"""":""""rect"""",""""x"""":4931,""""y"""":359,""""width"""":175,""""height"""":636}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,13,""{""""name"""":""""rect"""",""""x"""":4673,""""y"""":23,""""width"""":138,""""height"""":945}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,14,""{""""name"""":""""rect"""",""""x"""":3820,""""y"""":461,""""width"""":982,""""height"""":433}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09355.JPG,6520832,""{}"",16,15,""{""""name"""":""""rect"""",""""x"""":3009,""""y"""":23,""""width"""":488,""""height"""":820}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,0,""{""""name"""":""""rect"""",""""x"""":1963,""""y"""":530,""""width"""":92,""""height"""":203}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,1,""{""""name"""":""""rect"""",""""x"""":2055,""""y"""":558,""""width"""":101,""""height"""":221}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,2,""{""""name"""":""""rect"""",""""x"""":539,""""y"""":829,""""width"""":272,""""height"""":392}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,3,""{""""name"""":""""rect"""",""""x"""":28,""""y"""":857,""""width"""":507,""""height"""":387}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,4,""{""""name"""":""""rect"""",""""x"""":2654,""""y"""":613,""""width"""":203,""""height"""":645}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,5,""{""""name"""":""""rect"""",""""x"""":3028,""""y"""":917,""""width"""":180,""""height"""":346}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,6,""{""""name"""":""""rect"""",""""x"""":3235,""""y"""":903,""""width"""":788,""""height"""":392}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,7,""{""""name"""":""""rect"""",""""x"""":4065,""""y"""":226,""""width"""":111,""""height"""":1097}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,8,""{""""name"""":""""rect"""",""""x"""":4253,""""y"""":931,""""width"""":728,""""height"""":364}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,9,""{""""name"""":""""rect"""",""""x"""":4991,""""y"""":1009,""""width"""":134,""""height"""":304}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,10,""{""""name"""":""""rect"""",""""x"""":2889,""""y"""":23,""""width"""":470,""""height"""":816}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,11,""{""""name"""":""""rect"""",""""x"""":1129,""""y"""":23,""""width"""":774,""""height"""":1041}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,12,""{""""name"""":""""rect"""",""""x"""":1848,""""y"""":843,""""width"""":687,""""height"""":267}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,13,""{""""name"""":""""rect"""",""""x"""":4576,""""y"""":60,""""width"""":143,""""height"""":903}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09356.JPG,6258688,""{}"",15,14,""{""""name"""":""""rect"""",""""x"""":3654,""""y"""":475,""""width"""":1041,""""height"""":406}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09357.JPG,6193152,""{}"",10,0,""{""""name"""":""""rect"""",""""x"""":152,""""y"""":60,""""width"""":1571,""""height"""":954}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09357.JPG,6193152,""{}"",10,1,""{""""name"""":""""rect"""",""""x"""":2028,""""y"""":470,""""width"""":350,""""height"""":760}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09357.JPG,6193152,""{}"",10,2,""{""""name"""":""""rect"""",""""x"""":2392,""""y"""":55,""""width"""":336,""""height"""":581}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09357.JPG,6193152,""{}"",10,3,""{""""name"""":""""rect"""",""""x"""":2465,""""y"""":765,""""width"""":253,""""height"""":415}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09357.JPG,6193152,""{}"",10,4,""{""""name"""":""""rect"""",""""x"""":2728,""""y"""":705,""""width"""":940,""""height"""":488}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09357.JPG,6193152,""{}"",10,5,""{""""name"""":""""rect"""",""""x"""":3876,""""y"""":770,""""width"""":834,""""height"""":387}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09357.JPG,6193152,""{}"",10,6,""{""""name"""":""""rect"""",""""x"""":4673,""""y"""":825,""""width"""":175,""""height"""":327}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09357.JPG,6193152,""{}"",10,7,""{""""name"""":""""rect"""",""""x"""":3673,""""y"""":60,""""width"""":166,""""height"""":1041}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09357.JPG,6193152,""{}"",10,8,""{""""name"""":""""rect"""",""""x"""":3221,""""y"""":207,""""width"""":1134,""""height"""":548}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09357.JPG,6193152,""{}"",10,9,""{""""name"""":""""rect"""",""""x"""":1820,""""y"""":373,""""width"""":111,""""height"""":253}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09370.JPG,6520832,""{}"",10,0,""{""""name"""":""""rect"""",""""x"""":198,""""y"""":857,""""width"""":2235,""""height"""":1424}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09370.JPG,6520832,""{}"",10,1,""{""""name"""":""""rect"""",""""x"""":622,""""y"""":175,""""width"""":848,""""height"""":1018}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09370.JPG,6520832,""{}"",10,2,""{""""name"""":""""rect"""",""""x"""":3931,""""y"""":83,""""width"""":341,""""height"""":1000}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09370.JPG,6520832,""{}"",10,3,""{""""name"""":""""rect"""",""""x"""":3461,""""y"""":37,""""width"""":171,""""height"""":806}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09370.JPG,6520832,""{}"",10,4,""{""""name"""":""""rect"""",""""x"""":3783,""""y"""":157,""""width"""":106,""""height"""":853}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09370.JPG,6520832,""{}"",10,5,""{""""name"""":""""rect"""",""""x"""":3290,""""y"""":212,""""width"""":180,""""height"""":682}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09370.JPG,6520832,""{}"",10,6,""{""""name"""":""""rect"""",""""x"""":2235,""""y"""":770,""""width"""":594,""""height"""":221}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09370.JPG,6520832,""{}"",10,7,""{""""name"""":""""rect"""",""""x"""":2111,""""y"""":111,""""width"""":166,""""height"""":843}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09370.JPG,6520832,""{}"",10,8,""{""""name"""":""""rect"""",""""x"""":3143,""""y"""":562,""""width"""":115,""""height"""":267}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09370.JPG,6520832,""{}"",10,9,""{""""name"""":""""rect"""",""""x"""":2733,""""y"""":433,""""width"""":161,""""height"""":281}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09371.JPG,6881280,""{}"",11,0,""{""""name"""":""""rect"""",""""x"""":419,""""y"""":276,""""width"""":364,""""height"""":806}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09371.JPG,6881280,""{}"",11,1,""{""""name"""":""""rect"""",""""x"""":1677,""""y"""":756,""""width"""":659,""""height"""":327}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09371.JPG,6881280,""{}"",11,2,""{""""name"""":""""rect"""",""""x"""":171,""""y"""":977,""""width"""":1747,""""height"""":1046}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09371.JPG,6881280,""{}"",11,3,""{""""name"""":""""rect"""",""""x"""":4281,""""y"""":41,""""width"""":226,""""height"""":1111}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09371.JPG,6881280,""{}"",11,4,""{""""name"""":""""rect"""",""""x"""":3871,""""y"""":78,""""width"""":184,""""height"""":940}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09371.JPG,6881280,""{}"",11,5,""{""""name"""":""""rect"""",""""x"""":3493,""""y"""":106,""""width"""":171,""""height"""":765}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09371.JPG,6881280,""{}"",11,6,""{""""name"""":""""rect"""",""""x"""":3313,""""y"""":74,""""width"""":134,""""height"""":747}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09371.JPG,6881280,""{}"",11,7,""{""""name"""":""""rect"""",""""x"""":3129,""""y"""":493,""""width"""":134,""""height"""":286}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09371.JPG,6881280,""{}"",11,8,""{""""name"""":""""rect"""",""""x"""":2410,""""y"""":129,""""width"""":147,""""height"""":567}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09371.JPG,6881280,""{}"",11,9,""{""""name"""":""""rect"""",""""x"""":2253,""""y"""":55,""""width"""":157,""""height"""":645}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09371.JPG,6881280,""{}"",11,10,""{""""name"""":""""rect"""",""""x"""":2032,""""y"""":65,""""width"""":198,""""height"""":659}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09372.JPG,7208960,""{}"",7,0,""{""""name"""":""""rect"""",""""x"""":1203,""""y"""":876,""""width"""":871,""""height"""":470}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09372.JPG,7208960,""{}"",7,1,""{""""name"""":""""rect"""",""""x"""":18,""""y"""":1364,""""width"""":1230,""""height"""":802}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09372.JPG,7208960,""{}"",7,2,""{""""name"""":""""rect"""",""""x"""":4622,""""y"""":78,""""width"""":175,""""height"""":1258}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09372.JPG,7208960,""{}"",7,3,""{""""name"""":""""rect"""",""""x"""":3853,""""y"""":32,""""width"""":244,""""height"""":972}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09372.JPG,7208960,""{}"",7,4,""{""""name"""":""""rect"""",""""x"""":3479,""""y"""":106,""""width"""":143,""""height"""":820}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09372.JPG,7208960,""{}"",7,5,""{""""name"""":""""rect"""",""""x"""":3180,""""y"""":147,""""width"""":235,""""height"""":622}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09372.JPG,7208960,""{}"",7,6,""{""""name"""":""""rect"""",""""x"""":3060,""""y"""":558,""""width"""":83,""""height"""":244}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,0,""{""""name"""":""""rect"""",""""x"""":438,""""y"""":1115,""""width"""":465,""""height"""":604}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,1,""{""""name"""":""""rect"""",""""x"""":613,""""y"""":889,""""width"""":959,""""height"""":530}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,2,""{""""name"""":""""rect"""",""""x"""":4,""""y"""":1189,""""width"""":765,""""height"""":742}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,3,""{""""name"""":""""rect"""",""""x"""":1184,""""y"""":0,""""width"""":147,""""height"""":737}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,4,""{""""name"""":""""rect"""",""""x"""":1571,""""y"""":88,""""width"""":198,""""height"""":788}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,5,""{""""name"""":""""rect"""",""""x"""":1931,""""y"""":535,""""width"""":516,""""height"""":544}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,6,""{""""name"""":""""rect"""",""""x"""":5240,""""y"""":83,""""width"""":300,""""height"""":1581}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,7,""{""""name"""":""""rect"""",""""x"""":4793,""""y"""":138,""""width"""":198,""""height"""":705}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,8,""{""""name"""":""""rect"""",""""x"""":4318,""""y"""":129,""""width"""":184,""""height"""":668}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,9,""{""""name"""":""""rect"""",""""x"""":3899,""""y"""":65,""""width"""":212,""""height"""":949}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,10,""{""""name"""":""""rect"""",""""x"""":3396,""""y"""":28,""""width"""":111,""""height"""":903}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,11,""{""""name"""":""""rect"""",""""x"""":3300,""""y"""":83,""""width"""":120,""""height"""":788}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,12,""{""""name"""":""""rect"""",""""x"""":3138,""""y"""":65,""""width"""":129,""""height"""":636}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
"DSC09373.JPG,7110656,""{}"",15,13,""{""""name"""":""""rect"""",""""x"""":3005,""""y"""":83,""""width"""":111,""""height"""":581}"",""{""""human"""":undefined,""""animal"""":undefined,""""obstacle"""":undefined}"""
